# {"t_start": 1544037903.9634604, "env_id": null} 
r,l,t11575.028915,4500,1024.758116214494.172478,4500,2038.921065421822.26014,4500,3050.925665741800.947201,4500,4064.6975592.1832.324648,4500,5077.234605.82740.494623,4500,6285.84134734953.756006,4500,7300.034629.12738.126499,4500,8315.37403.91847.717329,4500,9331.61685.792740.494625,4500,10346.6692.31407.038076,4500,11555.20572.551417.595263,4500,12573.4439.0973550.146544,4500,13588.692.30761461.583563,4500,1460617.2381211018.181792,4500,156406.328552,839.882741,4500,168692.30764,41364.222846,4500,1586.257095,451005.278522,4500,584.469685,4501494.428124,4500692.307621,45001550.73312,4500685.158172,4500873.313757,4500563.021279,45848.093817,4500,536.806528,450855.131927,4500613.067614,4500756.011689,4500296.107473,45001452.785888,450385.475927,4500,835.777078,450692.307647,4500,953.665623,450551.701273,4500,838.123143,450493.313881,4500,1454.545429,45543.360189,4500,3846.334302,45510.591794,4500,3922.580633,45531.444439,4500,31543.694964,4412.286461,4500,341004.105516,622.600256,4500,3572761.290218241.89061,4500,36751848.09384615.450771,4500,379571002.3460564.808687,4500,38972.1406.451586.257095,4500,39990.1818.18136.343165,4500,41007.44802.93663.113945,4500,42025.312547
203.164288,4500,43234.416576
403.945409,4500,44250.624171
472.461263,4500,45266.772004
598.17287,4500,46281.938346
621.408656,4500,47298.648755
568.979182,4500,48508.552253
630.345545,4500,49525.358109
692.307644,4500,50537.702454
239.507445,4500,51552.900244
678.604509,4500,52569.353703
486.76017,4500,53778.655352
579.107593,4500,54793.255114
1347.080609,4500,55804.400716
591.02344,4500,56817.536506
692.307654,4500,57832.756928
626.770801,4500,59042.139521
491.526503,4500,60057.530612
-1.4e-05,4500,61068.593998
667.284513,4500,62083.401306
654.772905,4500,63102.508591
692.307666,4500,64311.640439
645.240289,4500,65328.337898
541.572872,4500,66345.306284
215.080088,4500,67362.525345
692.307627,4500,68378.856469
674.433971,4500,69587.931699
585.661314,4500,70605.020354
574.341279,4500,71614.758215
657.751855,4500,72632.597789
592.214971,4500,73642.231576
586.852866,4500,74848.100551
400.370701,4500,75863.234519
504.038098,4500,76875.198517
616.046566,4500,77890.920413
511.187584,4500,78907.272434
638.686572,4500,79923.457626
319.343278,4500,81128.098361
491.526505,4500,82150.375568
692.30766,4500,83167.173491
692.307672,4500,84182.9094
555.87182,4500,85198.939526
513.570737,4500,86409.579469
277.638007,4500,87426.195567
462.332792,4500,88442.377499
392.625424,4500,89459.018544
616.04656,4500,90479.038051
604.130752,4500,91695.639691
651.793948,4500,92713.457581
203.164285,4500,93731.148526
224.612676,4500,94750.358328
503.442328,4500,95771.556582
619.025496,4500,96983.334487
603.535018,4500,97999.651649
571.362342,4500,99009.889363
554.680224,4500,100024.957517
543.956051,4500,101046.428563
692.307673,4500,102257.420468
626.175007,4500,103273.980738
469.482289,4500,104291.967619
450.417028,4500,105303.444387
316.364325,4500,106317.997619
511.783369,4500,107521.847225
266.913744,4500,108539.338518
411.094899,4500,109552.580496
595.789732,4500,110564.288375
613.067649,4500,111577.336692
448.629682,4500,112788.037401
714.351861,4500,113802.656433
349.72855,4500,114818.178641
605.918154,4500,115833.270429
440.884379,4500,116849.27733
144.776861,4500,118058.756601
