approxkl,clipfrac,eplenmean,eprewmean,explained_variance,fps,nupdates,policy_entropy,policy_loss,serial_timesteps,time_elapsed,total_timesteps,value_loss
1.5198447,0.9873878,573.8333333333334,535.3576498541667,0.0,143,1,1.7127371,0.13009702,2048,672.3565716743469,96256,0.07325329
0.22145215,0.88813424,795.88,1104.3481920299998,0.0,143,2,1.5301764,0.06327639,4096,1343.7553815841675,192512,0.20606317
0.11819804,0.8077756,1317.95,1527.2777741699997,0.0,123,3,1.5045098,0.03271907,6144,2123.477973461151,288768,0.23597017
0.14174691,0.8029967,1227.38,1538.6469458099998,0.0,123,4,1.5360835,0.03253451,8192,2905.550915956497,385024,0.1458017
0.11472483,0.7871691,1459.56,1798.4140872600003,0.0,122,5,1.544074,0.0315114,10240,3688.414607524872,481280,0.20432039
0.10440751,0.7980282,1458.93,1596.0934169299999,0.0,123,6,1.5709512,0.02768812,12288,4464.747728586197,577536,0.13397509
0.15952532,0.78129417,1566.21,1603.97027361,0.0,122,7,1.5594418,0.035169695,14336,5253.553981304169,673792,0.17929156
0.07803224,0.7378605,1370.11,1640.0820323300002,0.0,122,8,1.5478296,0.019094862,16384,6039.626085758209,770048,0.2053062
0.07499025,0.7739206,1545.49,1668.50555902,0.0,122,9,1.567224,0.021611461,18432,6826.5212070941925,866304,0.15149412
0.08098285,0.78669643,1736.17,1701.8423072799999,0.0,123,10,1.5808052,0.022928046,20480,7605.407670021057,962560,0.13056883
0.08829162,0.7707753,1274.61,1483.9242895900002,0.0,123,11,1.5533769,0.020320136,22528,8385.958176612854,1058816,0.20693818
0.0899433,0.7750036,1397.19,1621.46526995,0.0,123,12,1.5389872,0.021911586,24576,9167.521961212158,1155072,0.19476876
0.12503709,0.7970594,925.61,1385.4188056699998,0.0,125,13,1.5338317,0.016559443,26624,9937.10789680481,1251328,0.14190239
0.14132969,0.78527313,1456.61,1590.8086436000006,0.0,122,14,1.5191865,0.022344977,28672,10720.231490850449,1347584,0.17396949
0.055964552,0.77358556,1329.27,1540.2313332000003,0.0,122,15,1.5201403,0.013452447,30720,11504.538010597229,1443840,0.12664694
0.07122547,0.7878937,1647.97,1865.6656342099998,0.0,122,16,1.5171243,0.016703894,32768,12288.410058021545,1540096,0.22233745
0.05425483,0.81888664,1307.71,1639.30370975,0.0,122,17,1.5262439,0.010976417,34816,13074.313746213913,1636352,0.13737391
0.09414939,0.8009397,1669.24,1611.85586266,0.0,122,18,1.513194,0.016411962,36864,13857.529927968979,1732608,0.15740065
0.06038126,0.82235914,1368.08,1748.1215486900003,0.0,122,19,1.5094022,0.011939346,38912,14641.575108766556,1828864,0.19321266
0.05926832,0.84042037,1326.96,1385.3377786300002,0.0,122,20,1.492266,0.012217732,40960,15426.45844745636,1925120,0.15897809
0.041195147,0.82666016,1329.49,1361.3065031700003,0.0,122,21,1.4979644,0.0094436975,43008,16209.147602081299,2021376,0.123388775
0.06010164,0.84494734,1456.38,1516.77799746,0.0,122,22,1.4847242,0.008837727,45056,16996.57795238495,2117632,0.16158323
0.025271764,0.8416073,1281.81,1507.1688247799998,0.0,122,23,1.4961506,0.007990759,47104,17780.86110138893,2213888,0.15391324
0.09178316,0.8371842,1108.38,1407.22627756,0.0,122,24,1.496393,0.010964737,49152,18563.62331533432,2310144,0.15117069
0.08016106,0.88145673,1520.64,1759.4205235199997,0.0,122,25,1.4961745,0.009623889,51200,19349.393087148666,2406400,0.16953559
0.08754837,0.8605178,1196.19,1646.5631537399997,0.0,123,26,1.5009848,0.00915416,53248,20132.27103495598,2502656,0.19130787
0.11601829,0.8791374,1395.06,1537.6639814700006,0.0,122,27,1.5025201,0.015967533,55296,20916.408199071884,2598912,0.16240104
0.07067858,0.8845163,1548.01,1526.0781155300003,0.0,124,28,1.4979988,0.010725747,57344,21692.428004980087,2695168,0.14895661
0.08776751,0.82293314,1879.78,1993.9663432600003,0.0,122,29,1.4695411,0.009032764,59392,22479.77680039406,2791424,0.5772603
0.044395994,0.8594529,1989.59,2041.1474263100004,0.0,122,30,1.4937292,0.005707706,61440,23263.03197479248,2887680,0.120374225
0.15899771,0.88021785,1613.59,1675.3798614,0.0,122,31,1.5539664,0.01615379,63488,24047.62710261345,2983936,0.16003306
0.11343398,0.86520064,1317.31,1363.45854377,0.0,122,32,1.5555686,0.016975608,65536,24831.3336725235,3080192,0.17044213
0.04913909,0.8531442,1443.79,1769.3181064499995,0.0,122,33,1.5532895,0.014328301,67584,25615.34312605858,3176448,0.18084143
0.11270908,0.8453239,1474.9,1828.4191218400001,0.0,123,34,1.5506345,0.012795943,69632,26393.04796242714,3272704,0.1432877
0.03003821,0.855622,1276.66,1625.34259205,0.0,122,35,1.559035,0.010541326,71680,27179.64555811882,3368960,0.21403064
0.09142513,0.85876983,1526.45,1712.5633006599996,0.0,122,36,1.550316,0.014108617,73728,27967.13165831566,3465216,0.15032145
